"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","age (years):ch1","mouse id:ch1","mouse strain:ch1","Sex:ch1","tissue:ch1"
"GSM7020608","genomic DNA from Liver from YoungIso4","GSM7020608","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungIso4","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso4","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020608/suppl/GSM7020608_204854860049_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020608/suppl/GSM7020608_204854860049_R06C02_Red.idat.gz","37554","0.5","YoungIso4","C57BL/6 WT","Female","Liver"
"GSM7020609","genomic DNA from Brain from YoungIso4","GSM7020609","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Brain from YoungIso4","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso4","tissue: Brain","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020609/suppl/GSM7020609_206787360004_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020609/suppl/GSM7020609_206787360004_R01C01_Red.idat.gz","37554","0.5","YoungIso4","C57BL/6 WT","Female","Brain"
"GSM7020610","genomic DNA from Fat from YoungIso4","GSM7020610","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Fat from YoungIso4","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso4","tissue: Fat","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020610/suppl/GSM7020610_206787360004_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020610/suppl/GSM7020610_206787360004_R03C02_Red.idat.gz","37554","0.5","YoungIso4","C57BL/6 WT","Female","Fat"
"GSM7020611","genomic DNA from Kidney from YoungIso4","GSM7020611","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Kidney from YoungIso4","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso4","tissue: Kidney","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020611/suppl/GSM7020611_206787360004_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020611/suppl/GSM7020611_206787360004_R04C02_Red.idat.gz","37554","0.5","YoungIso4","C57BL/6 WT","Female","Kidney"
"GSM7020612","genomic DNA from Liver from YoungIso5","GSM7020612","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungIso5","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso5","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020612/suppl/GSM7020612_204854860029_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020612/suppl/GSM7020612_204854860029_R01C01_Red.idat.gz","37554","0.5","YoungIso5","C57BL/6 WT","Female","Liver"
"GSM7020613","genomic DNA from Brain from YoungIso5","GSM7020613","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Brain from YoungIso5","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso5","tissue: Brain","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020613/suppl/GSM7020613_206787360005_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020613/suppl/GSM7020613_206787360005_R03C01_Red.idat.gz","37554","0.5","YoungIso5","C57BL/6 WT","Female","Brain"
"GSM7020614","genomic DNA from Fat from YoungIso5","GSM7020614","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Fat from YoungIso5","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso5","tissue: Fat","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020614/suppl/GSM7020614_206787360005_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020614/suppl/GSM7020614_206787360005_R04C01_Red.idat.gz","37554","0.5","YoungIso5","C57BL/6 WT","Female","Fat"
"GSM7020615","genomic DNA from Kidney from YoungIso5","GSM7020615","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Kidney from YoungIso5","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso5","tissue: Kidney","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020615/suppl/GSM7020615_206787360005_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020615/suppl/GSM7020615_206787360005_R01C02_Red.idat.gz","37554","0.5","YoungIso5","C57BL/6 WT","Female","Kidney"
"GSM7020616","genomic DNA from Liver from YoungIso6","GSM7020616","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungIso6","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso6","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020616/suppl/GSM7020616_204854860049_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020616/suppl/GSM7020616_204854860049_R03C02_Red.idat.gz","37554","0.5","YoungIso6","C57BL/6 WT","Female","Liver"
"GSM7020617","genomic DNA from Heart from YoungIso7","GSM7020617","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Heart from YoungIso7","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso7","tissue: Heart","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020617/suppl/GSM7020617_206787360005_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020617/suppl/GSM7020617_206787360005_R06C02_Red.idat.gz","37554","0.5","YoungIso7","C57BL/6 WT","Female","Heart"
"GSM7020618","genomic DNA from Liver from YoungIsoRec1","GSM7020618","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungIsoRec1","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIsoRec1","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020618/suppl/GSM7020618_204854860029_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020618/suppl/GSM7020618_204854860029_R02C01_Red.idat.gz","37554","0.666666667","YoungIsoRec1","C57BL/6 WT","Female","Liver"
"GSM7020619","genomic DNA from Heart from YoungIsoRec1","GSM7020619","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Heart from YoungIsoRec1","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIsoRec1","tissue: Heart","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020619/suppl/GSM7020619_206787360001_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020619/suppl/GSM7020619_206787360001_R02C02_Red.idat.gz","37554","0.666666667","YoungIsoRec1","C57BL/6 WT","Female","Heart"
